id,Hardness
10870,6.070305
10871,6.05897
10872,3.8064167
10873,4.3110695
10874,5.712734
10875,5.695245
10876,5.511752
10877,5.4140797
10878,5.8758364
10879,5.710154
10880,3.7737765
10881,6.79556
10882,3.8072674
10883,3.9651685
10884,3.62776
10885,4.8037543
10886,3.4263284
10887,4.3728223
10888,5.131285
10889,5.4466333
10890,5.0310655
10891,4.016177
10892,5.349043
10893,2.6192641
10894,5.2021646
10895,5.805935
10896,1.8738477
10897,5.754957
10898,5.9246416
10899,3.04944
10900,3.869016
10901,5.9056506
10902,3.7896876
10903,3.6708965
10904,5.5813627
10905,5.676959
10906,3.2190466
10907,3.9337304
10908,5.8473673
10909,2.6569228
10910,5.8148804
10911,5.601625
10912,5.6548843
10913,5.282226
10914,3.5155022
10915,5.178985
10916,4.743766
10917,5.8879724
10918,6.2896433
10919,5.0584316
10920,5.707163
10921,5.826003
10922,3.1746721
10923,5.2368054
10924,4.4109817
10925,5.591873
10926,5.3770037
10927,4.29163
10928,2.68875
10929,4.8244433
10930,5.244511
10931,2.6321983
10932,5.601894
10933,5.651004
10934,5.081211
10935,5.9819975
10936,3.1129622
10937,5.8526754
10938,3.9877193
10939,5.7540903
10940,5.8359413
10941,3.3730772
10942,5.486468
10943,5.7443094
10944,3.988114
10945,5.779194
10946,5.7757864
10947,4.237234
10948,3.7850187
10949,3.1655436
10950,3.4196253
10951,5.50385
10952,5.7464743
10953,3.287092
10954,4.8752136
10955,3.979327
10956,5.441351
10957,5.33587
10958,5.5533595
10959,5.0841875
10960,3.1297545
10961,5.111635
10962,3.4560692
10963,3.7652225
10964,5.084888
10965,4.6402607
10966,3.441125
10967,5.6849704
10968,5.6608057
10969,2.9289324
10970,3.8043425
10971,5.5325055
10972,3.0552175
10973,4.175106
10974,5.393121
10975,2.4859314
10976,5.650314
10977,5.3490744
10978,5.0908046
10979,2.596013
10980,5.8872843
10981,5.3174076
10982,5.870009
10983,2.8783817
10984,5.885963
10985,3.274492
10986,5.7624025
10987,5.1661234
10988,5.28458
10989,3.6745274
10990,2.1983192
10991,3.5057
10992,5.079365
10993,3.1765792
10994,3.6617854
10995,2.6695135
10996,6.3310823
10997,5.369847
10998,4.4983454
10999,4.1651278
11000,5.9278708
11001,5.6458216
11002,2.4186053
11003,5.6750317
11004,5.3379335
11005,5.054619
11006,5.0291123
11007,5.8434186
11008,5.0202875
11009,4.421921
11010,5.753876
11011,5.6534376
11012,5.7106566
11013,5.6251407
11014,4.5504146
11015,5.5927067
11016,5.594886
11017,4.073243
11018,3.9423897
11019,3.630838
11020,5.849552
11021,4.5806146
11022,6.3089986
11023,5.2560453
11024,5.3092966
11025,3.8719025
11026,11.9213705
11027,4.0201836
11028,5.1553783
11029,2.3830166
11030,2.7271824
11031,5.52912
11032,3.969923
11033,4.889166
11034,3.1441476
11035,4.7631893
11036,5.6428814
11037,5.623068
11038,5.332802
11039,5.3982725
11040,6.0905094
11041,5.5602303
11042,2.998204
11043,3.5561888
11044,3.6045454
11045,5.9633455
11046,2.8568602
11047,3.0542252
11048,5.2226057
11049,5.568889
11050,4.131136
11051,5.57316
11052,4.3522487
11053,5.266266
11054,4.9876995
11055,5.324625
11056,5.4670534
11057,5.5861897
11058,5.9046335
11059,5.589473
11060,3.3994205
11061,5.013754
11062,4.882139
11063,5.788471
11064,3.9361737
11065,6.401872
11066,4.3402176
11067,3.089921
11068,4.7456274
11069,4.1116014
11070,5.1854653
11071,5.726838
11072,3.5218408
11073,4.4371624
11074,5.1984777
11075,3.637048
11076,3.7483077
11077,3.682709
11078,4.021285
11079,5.715123
11080,3.5374107
11081,5.608421
11082,3.4484367
11083,5.730542
11084,5.697518
11085,5.6879168
11086,3.0278025
11087,5.5430727
11088,2.6247659
11089,5.622279
11090,5.7173095
11091,2.7396922
11092,3.1551843
11093,5.71214
11094,4.2939405
11095,3.5312178
11096,6.1317215
11097,2.5640364
11098,5.2674856
11099,5.937031
11100,5.504505
11101,6.095496
11102,5.8833103
11103,3.858646
11104,5.6522007
11105,5.352359
11106,5.03401
11107,3.5059826
11108,5.090175
11109,5.60784
11110,5.894585
11111,4.220377
11112,5.2257857
11113,5.2517214
11114,3.303261
11115,5.5570545
11116,4.113167
11117,6.0825477
11118,5.711947
11119,5.664066
11120,4.6149735
11121,6.155019
11122,5.604394
11123,3.4048252
11124,5.8772225
11125,5.2069516
11126,2.3832507
11127,6.1189246
11128,6.2619324
11129,5.692381
11130,4.4792624
11131,3.8563771
11132,2.8724449
11133,3.7076283
11134,5.7255692
11135,5.708534
11136,4.7183967
11137,6.023768
11138,5.649073
11139,5.7731123
11140,5.558382
11141,5.2281737
11142,5.9160376
11143,5.6534424
11144,2.2974524
11145,4.552924
11146,5.8080907
11147,5.7096667
11148,3.2823691
11149,5.622721
11150,5.19816
11151,5.2179656
11152,3.7045038
11153,4.620425
11154,4.5165243
11155,5.5455136
11156,4.596124
11157,3.6386437
11158,3.2683659
11159,5.5796432
11160,4.4286747
11161,5.747519
11162,5.7630787
11163,5.9154806
11164,5.7774816
11165,3.0769427
11166,3.9869368
11167,4.38377
11168,4.9212513
11169,4.260145
11170,3.2957616
11171,5.5713778
11172,4.802204
11173,4.6788063
11174,5.6205783
11175,4.839602
11176,5.6140947
11177,5.5100307
11178,10.204222
11179,4.1912885
11180,6.039635
11181,5.7790804
11182,5.3617787
11183,5.347666
11184,6.0708313
11185,5.2977953
11186,5.5116425
11187,3.236966
11188,5.4708085
11189,3.5028207
11190,4.9582644
11191,5.198122
11192,3.5621712
11193,5.6312227
11194,3.775899
11195,3.0890095
11196,5.752229
11197,5.083586
11198,4.3680115
11199,3.5746067
11200,5.349652
11201,3.8784156
11202,5.410603
11203,3.0702553
11204,3.714204
11205,6.070734
11206,3.6894324
11207,5.237568
11208,5.3221893
11209,5.7156806
11210,5.7583423
11211,5.5995793
11212,10.577788
11213,1.9458079
11214,3.9278548
11215,5.758682
11216,4.7202063
11217,5.7412796
11218,5.8120317
11219,2.5566087
11220,3.167348
11221,3.5590072
11222,5.796772
11223,3.2350726
11224,3.0815332
11225,5.813199
11226,5.687956
11227,5.1189327
11228,5.6645575
11229,4.25094
11230,5.726408
11231,5.8131976
11232,2.5430446
11233,2.8860135
11234,3.11483
11235,3.363619
11236,5.6250005
11237,5.1692715
11238,1.6593778
11239,5.6019287
11240,5.7552347
11241,5.0760355
11242,4.776582
11243,5.6326895
11244,5.728787
11245,3.5177553
11246,5.566623
11247,2.967514
11248,5.2120686
11249,2.8915353
11250,4.886823
11251,5.4218674
11252,5.723992
11253,5.7198424
11254,5.5620704
11255,5.6611586
11256,5.475827
11257,5.847866
11258,2.9815545
11259,4.926394
11260,3.4694176
11261,5.775307
11262,3.9529715
11263,4.1052284
11264,4.7544217
11265,5.134511
11266,5.8089337
11267,2.9026508
11268,9.578642
11269,4.890815
11270,4.688734
11271,5.6418056
11272,3.4635956
11273,3.069819
11274,3.1445787
11275,5.960758
11276,2.8238997
11277,2.974045
11278,2.6187775
11279,5.7438116
11280,4.206582
11281,6.0212502
11282,5.926903
11283,4.728902
11284,4.694828
11285,5.539509
11286,5.2526307
11287,5.8600845
11288,5.6183615
11289,3.6338413
11290,7.1858506
11291,3.4588337
11292,4.830224
11293,5.1913347
11294,5.289295
11295,5.7846317
11296,5.7168264
11297,4.2220125
11298,5.771287
11299,3.144612
11300,2.5686831
11301,4.145952
11302,5.5571012
11303,5.317033
11304,5.5905366
11305,4.6954794
11306,5.73035
11307,5.75698
11308,5.706546
11309,3.2112465
11310,5.539583
11311,4.6375914
11312,3.6739037
11313,5.4432325
11314,5.3850307
11315,5.7956824
11316,2.5582209
11317,6.0049543
11318,4.6252027
11319,2.8532133
11320,5.6826878
11321,5.7799225
11322,5.6713896
11323,3.5130544
11324,2.6194985
11325,4.326604
11326,5.8135777
11327,4.4362564
11328,5.83883
11329,2.3636172
11330,5.66377
11331,5.5298824
11332,5.800532
11333,5.481874
11334,5.509805
11335,3.848482
11336,4.84597
11337,4.5265694
11338,3.4016378
11339,5.4351463
11340,5.4168196
11341,6.1551256
11342,5.7838497
11343,4.8467293
11344,5.660873
11345,5.80316
11346,5.8544173
11347,5.580862
11348,4.1027217
11349,4.51211
11350,5.9542503
11351,4.690801
11352,3.5767875
11353,2.693746
11354,2.6654546
11355,3.1564157
11356,4.4397535
11357,5.2642217
11358,5.4741364
11359,5.416984
11360,3.0311553
11361,5.878222
11362,4.743124
11363,5.174627
11364,2.7299016
11365,2.38075
11366,6.2560787
11367,3.0164003
11368,2.371443
11369,5.4965663
11370,2.1304543
11371,2.3080854
11372,5.8894615
11373,3.7393196
11374,5.2439804
11375,2.897687
11376,5.8144073
11377,5.8588476
11378,5.013997
11379,4.4042706
11380,4.412911
11381,3.820017
11382,2.8777537
11383,2.9375737
11384,2.926762
11385,5.1136255
11386,5.6038
11387,4.3034167
11388,5.625219
11389,5.561872
11390,3.1704593
11391,4.6465836
11392,5.2781715
11393,5.7399664
11394,5.4179153
11395,5.879476
11396,4.4029207
11397,5.704012
11398,5.57865
11399,5.4662876
11400,5.827621
11401,4.484325
11402,4.112957
11403,5.932361
11404,5.8578134
11405,3.3360317
11406,5.094609
11407,5.468304
11408,5.5843883
11409,2.776682
11410,4.241493
11411,2.1667674
11412,5.016141
11413,4.4506507
11414,5.935802
11415,5.07138
11416,5.9022055
11417,5.3104916
11418,5.947813
11419,4.12283
11420,5.7434688
11421,5.360443
11422,5.025131
11423,4.934286
11424,4.1630535
11425,3.3272455
11426,5.365859
11427,4.220721
11428,2.6008182
11429,4.2911177
11430,5.9645166
11431,3.2373211
11432,6.01641
11433,3.645606
11434,2.6868606
11435,5.3013506
11436,3.1021519
11437,6.0958347
11438,4.3766193
11439,5.048337
11440,4.424464
11441,2.929718
11442,3.3610368
11443,2.381578
11444,4.0037336
11445,5.2995386
11446,4.7097635
11447,4.009346
11448,5.4134226
11449,5.3506217
11450,5.412374
11451,3.4837077
11452,3.6903343
11453,4.7181144
11454,4.8172975
11455,6.050829
11456,3.1303043
11457,4.365863
11458,4.880121
11459,2.5647035
11460,4.235628
11461,1.9329119
11462,5.890546
11463,5.120373
11464,5.7279596
11465,5.8824825
11466,4.9651623
11467,5.3974075
11468,4.8389416
11469,6.319455
11470,5.51531
11471,3.855481
11472,3.422636
11473,5.1410055
11474,5.6516485
11475,3.7144654
11476,4.797904
11477,4.7960157
11478,5.574273
11479,5.5876007
11480,5.4452796
11481,5.8546534
11482,3.8814564
11483,5.846293
11484,3.8764584
11485,1.8280782
11486,5.547868
11487,5.445942
11488,5.969202
11489,4.0819616
11490,4.5158215
11491,4.2507668
11492,2.8046472
11493,2.5579937
11494,4.8908815
11495,6.2385187
11496,2.7109866
11497,6.383524
11498,3.7115655
11499,2.6062565
11500,5.5568914
11501,5.424782
11502,4.56792
11503,5.540056
11504,5.6001563
11505,3.6735177
11506,5.84566
11507,5.7096486
11508,5.795562
11509,5.5166445
11510,5.97009
11511,5.712868
11512,3.2198403
11513,2.826283
11514,5.883811
11515,5.883027
11516,2.7208087
11517,2.191066
11518,5.246588
11519,5.981767
11520,5.698903
11521,2.8258224
11522,4.8932834
11523,5.6839137
11524,5.6826496
11525,5.818454
11526,5.2763886
11527,5.952424
11528,5.6168194
11529,5.9352417
11530,4.8302984
11531,5.251005
11532,3.6465666
11533,4.875594
11534,5.830221
11535,3.5535326
11536,3.2625737
11537,5.518112
11538,5.7709894
11539,5.56271
11540,3.987647
11541,4.0217295
11542,4.7244587
11543,5.916365
11544,5.0280657
11545,5.6163588
11546,5.2815123
11547,4.890127
11548,5.8373504
11549,4.042615
11550,5.7438602
11551,2.63165
11552,5.4659076
11553,5.883912
11554,3.1765761
11555,4.53963
11556,5.763204
11557,3.9981935
11558,5.6565943
11559,5.8419037
11560,5.7026887
11561,6.38465
11562,5.709174
11563,5.9073167
11564,5.0142756
11565,5.7471704
11566,5.961499
11567,5.5425816
11568,6.3421326
11569,5.735942
11570,4.773216
11571,4.7333813
11572,3.7674165
11573,5.66414
11574,3.782616
11575,10.702039
11576,3.6694584
11577,5.8114367
11578,4.193235
11579,3.265626
11580,4.7905693
11581,3.5487804
11582,4.707443
11583,3.5257924
11584,5.8899198
11585,2.2783623
11586,6.077865
11587,4.2642074
11588,2.1786582
11589,5.9613934
11590,5.5456333
11591,5.4848804
11592,5.404068
11593,4.8183756
11594,6.3873377
11595,5.2819724
11596,4.5986414
11597,5.6677785
11598,5.361068
11599,2.866557
11600,3.3705032
11601,3.9363987
11602,3.5833483
11603,3.7356508
11604,2.3340135
11605,3.9287539
11606,5.5064216
11607,5.711159
11608,5.85889
11609,2.5697107
11610,5.003424
11611,5.430241
11612,5.353962
11613,5.676814
11614,4.442294
11615,5.659957
11616,3.4694824
11617,5.5192995
11618,3.4766676
11619,5.884908
11620,5.4806924
11621,5.7355833
11622,5.71295
11623,5.8209524
11624,5.9267325
11625,3.6661935
11626,5.9886627
11627,3.713911
11628,3.944289
11629,6.019554
11630,3.5765936
11631,3.5113978
11632,1.2897906
11633,5.870826
11634,5.811573
11635,4.8960576
11636,5.671423
11637,5.706601
11638,4.4564934
11639,3.550915
11640,3.2893925
11641,5.0701838
11642,5.2762547
11643,3.0840182
11644,3.5638788
11645,3.2879539
11646,5.5852776
11647,3.6037283
11648,5.1815906
11649,4.8999586
11650,5.548773
11651,4.023553
11652,5.7963095
11653,5.4962463
11654,3.682841
11655,2.5193315
11656,2.7685862
11657,5.6490526
11658,5.6595893
11659,5.414239
11660,5.752676
11661,5.4063954
11662,4.3952665
11663,6.107462
11664,2.5322692
11665,2.8352878
11666,5.4249516
11667,4.016227
11668,3.9073443
11669,4.1030693
11670,5.7159348
11671,5.9191027
11672,3.4727063
11673,5.7560425
11674,4.062344
11675,5.428754
11676,2.3406188
11677,5.4257793
11678,5.796158
11679,4.694419
11680,5.8416724
11681,5.0392485
11682,3.9786549
11683,5.412451
11684,4.010089
11685,3.182363
11686,4.6801257
11687,5.7066
11688,3.8915277
11689,2.9809294
11690,5.551206
11691,2.7721555
11692,3.2609823
11693,2.4274235
11694,6.066496
11695,4.8252845
11696,5.8164415
11697,3.9844828
11698,3.5857825
11699,3.0663548
11700,5.768239
11701,5.565155
11702,5.77071
11703,4.940249
11704,4.965882
11705,3.8311949
11706,5.4649134
11707,5.102012
11708,5.728763
11709,3.3394287
11710,6.299283
11711,5.0197077
11712,5.395908
11713,2.7759662
11714,5.380331
11715,5.5552936
11716,5.704529
11717,5.544979
11718,3.4081008
11719,4.191184
11720,5.7439322
11721,7.5885386
11722,5.831778
11723,5.3119955
11724,5.314884
11725,5.3469667
11726,4.817239
11727,5.559704
11728,4.9412007
11729,5.662456
11730,3.9246893
11731,4.341978
11732,5.4134874
11733,4.8217764
11734,4.215454
11735,5.930485
11736,4.870494
11737,5.781414
11738,4.0163097
11739,4.7796683
11740,3.1856685
11741,5.227748
11742,5.071748
11743,5.7103014
11744,3.2915614
11745,3.029623
11746,5.8303943
11747,5.4947777
11748,5.3721704
11749,5.3212123
11750,3.5184603
11751,4.1442566
11752,5.5300283
11753,4.8778033
11754,5.5839033
11755,4.604306
11756,3.900134
11757,5.8317986
11758,5.8184195
11759,5.5935163
11760,5.481352
11761,5.6559334
11762,3.644978
11763,5.89759
11764,5.4878907
11765,5.3051467
11766,5.3519316
11767,4.493684
11768,4.37951
11769,4.007163
11770,6.114007
11771,5.1162496
11772,5.6538944
11773,4.569262
11774,4.1336412
11775,5.2327824
11776,4.7781315
11777,4.360766
11778,4.7564507
11779,5.5053625
11780,5.084164
11781,2.8864412
11782,5.30404
11783,5.605649
11784,5.4379716
11785,5.358626
11786,5.3275185
11787,4.8966722
11788,3.3445709
11789,4.6874223
11790,6.0076485
11791,5.802578
11792,3.2301176
11793,3.02099
11794,5.213928
11795,5.273555
11796,5.576565
11797,5.349418
11798,4.9391627
11799,5.710108
11800,5.586772
11801,5.667537
11802,5.5573516
11803,3.851893
11804,5.7358894
11805,5.785652
11806,3.8413503
11807,5.0582576
11808,5.711844
11809,5.7338934
11810,4.675292
11811,2.8385973
11812,5.523004
11813,5.50408
11814,1.9994147
11815,3.762622
11816,4.173315
11817,5.883424
11818,5.6427436
11819,5.585657
11820,4.692521
11821,5.88058
11822,4.987083
11823,3.2695153
11824,5.945489
11825,4.8155155
11826,5.6080356
11827,2.6076071
11828,5.3458652
11829,4.081847
11830,3.2862298
11831,4.4934187
11832,2.2314553
11833,4.3392606
11834,5.908291
11835,2.3003778
11836,5.4968596
11837,5.879944
11838,5.615839
11839,3.4031897
11840,5.757318
11841,3.13945
11842,4.3145056
11843,2.7121136
11844,5.885108
11845,4.0072303
11846,5.588618
11847,2.8452044
11848,5.5925503
11849,4.124034
11850,5.721731
11851,5.7713675
11852,5.4556503
11853,4.423974
11854,5.813126
11855,5.9799213
11856,3.7667515
11857,2.8850608
11858,5.9691715
11859,3.887006
11860,2.8281631
11861,4.871995
11862,5.525009
11863,3.9382184
11864,2.782726
11865,5.623993
11866,2.329049
11867,5.136299
11868,5.758504
11869,4.3303432
11870,5.8981037
11871,5.4146504
11872,5.1026783
11873,5.782759
11874,3.871908
11875,5.705285
11876,10.646174
11877,5.135721
11878,3.7880914
11879,5.7957234
11880,5.107353
11881,5.723111
11882,4.0886736
11883,5.8406143
11884,2.2659378
11885,2.819788
11886,6.564617
11887,4.09729
11888,2.6089287
11889,5.621755
11890,6.1858363
11891,6.3352995
11892,2.6079507
11893,5.663704
11894,5.231365
11895,5.3651958
11896,4.832366
11897,5.673141
11898,5.2755785
11899,2.9652998
11900,5.316889
11901,4.196846
11902,2.1730785
11903,5.180348
11904,3.090551
11905,6.3939686
11906,6.028898
11907,5.881962
11908,5.543377
11909,5.388172
11910,5.644973
11911,4.270689
11912,5.573739
11913,2.8955328
11914,5.0905523
11915,4.6906924
11916,5.813101
11917,5.103625
11918,3.804283
11919,5.05535
11920,2.870487
11921,5.384471
11922,3.338793
11923,3.2429683
11924,4.4910727
11925,5.241474
11926,6.3355455
11927,2.7872677
11928,5.389642
11929,2.8071845
11930,4.714038
11931,4.5478888
11932,2.469067
11933,5.085021
11934,5.716991
11935,2.8470063
11936,4.42424
11937,3.0257528
11938,5.7294865
11939,7.095486
11940,5.144643
11941,5.599289
11942,4.9805098
11943,4.1842265
11944,3.8588774
11945,3.610315
11946,5.5135493
11947,5.3626437
11948,5.4656277
11949,4.254858
11950,5.0445843
11951,3.5566797
11952,5.9982266
11953,5.773698
11954,5.506281
11955,4.0476046
11956,5.593776
11957,6.0009828
11958,5.589361
11959,3.178372
11960,6.169297
11961,3.4803786
11962,5.1299486
11963,1.976773
11964,1.9890249
11965,3.126153
11966,3.5615487
11967,5.805096
11968,4.986482
11969,5.072318
11970,4.0632477
11971,4.5292883
11972,5.525233
11973,5.6855283
11974,4.458039
11975,5.365352
11976,3.8192952
11977,3.573179
11978,3.5327141
11979,2.4961636
11980,5.132307
11981,5.8137913
11982,5.8362255
11983,4.5415115
11984,5.9057884
11985,5.617032
11986,4.6481924
11987,5.6445475
11988,5.588537
11989,4.430374
11990,2.0039706
11991,3.3727946
11992,5.225382
11993,5.7785563
11994,3.6101995
11995,4.177438
11996,5.8138685
11997,4.2632627
11998,4.4330406
11999,4.287465
12000,5.650072
12001,4.477355
12002,3.0754488
12003,5.9509683
12004,4.213916
12005,5.7191043
12006,5.733706
12007,5.654734
12008,5.1153884
12009,2.5268629
12010,3.948044
12011,5.8692346
12012,2.559591
12013,3.4682934
12014,3.237003
12015,5.360045
12016,5.8530474
12017,3.6872826
12018,5.468051
12019,5.491744
12020,5.6473
12021,5.2775154
12022,2.8331661
12023,5.727268
12024,3.9348843
12025,4.702001
12026,4.3811073
12027,5.863563
12028,5.781151
12029,2.9304063
12030,5.6773434
12031,5.6025786
12032,2.667237
12033,5.231286
12034,5.859017
12035,5.7003303
